Review,Review_rating,,
"Kia Seltos is a good luxury vehicle at Valuable rate. Extraordinary front DRLS and headlight lamps. Good build quality with attractive look getting in this car. Impressing interiors provided by the brand in this car.
Read More",5,,
"Firstly I think Creta is the best car in the mid SUV segment but when Kia launches its beast nothing other than Seltos. It crosses over every mid-range SUVs in the aspect of performance, looks, power, features, and many more features getting in this car.
Read More",5,,
"Best features and look at, best engine performance and my favorite car in 2019.
",5,,
"Great build quality comfort is highest on its segment You can change lanes at 140 kmph too. It feels like a heavy car but gives confidence on the road.
",5,,
"Excellent car superb facility inbuilt. Camera and other excellent features which we get in 30 lacs plus car.
",5,,
"Kia Seltos is not so attractive in terms of look but still most of the people like it. I rated this car at 4.5. 
",5,,
"Kia Seltos has all the best feature in this price range. It is a very attractive look and the most demanding car in this segment.
",5,,
"Seltos, in the price, is a very good car someone can get. Everything in it is pretty good but being a new company, the after-sales service that you'll get may leave you unsatisfied. Also, suspension in it is a bit on the harder side, it pumps back the vehicle and this is the only reason I've given it 4 stars because when we buy a car, with power, l...Read More",5,,
The stylish look of this car attracts so much to the people this car is impressive in its own way such a gangsta feeling when I see it moving in fast speed the interior of this car is so much classy This car gives you a royal feeling while driving and limbs of this car are excellent seats are also so comfortable this car in mid-range makes it attra...Read More,5,,
Worth Buying it. Value for money. Fully loaded with next-level features (in comparison to prevailing features in the market). Great mileage is there so you can take it to a longer distance and do good off-roading. Available in exciting colors. After-sales service is also good. If you people are looking for compact SUV that it will be one of the bes...Read More,5,,
"Seltos is near perfect vehicle by many angles. Its design is fantastic, looks are fantastic, features are fantastic, refinement is excellent, ride quality is superb and easily comparable to my Innova Crysta, diesel manual mileage is excellent, seat comfort is superb.
Read More",5,,
"The front end of the Seltos is particularly impressive. The huge Tiger Nose grille is Kia's design trademark, has a knurled aluminium finish, with a contrasting black plastic grille. Pair this with large sweeping headlights and turn indicators, along with vertically placed fog lamps, and the Seltos cuts a fine figure, with imposing road presence.
Read More",5,,
"Best car of the year, awesome design, good space, and interior also. Good performance was amazing with BS6 engine.
",5,,
"Best car, luxury car in the small budget, this is the wonderful experience best car in the world.
",5,,
"This car is amazing, I love the drive quality and when driving the interior design of the car is very super and the car is very nice.
",5,,
"It's really hard to explain, I think its good for a middle-class family and it looks like a luxury one.
",5,,
"I had driven my Seltos of around 10000 km and still, it is very smooth and fun to drive I am very happy with my decision.
",5,,
Review,Review_rating,,
"One of the best of 2019 car. I really love it and the interior is really awesome. The design of the car is really futuristic and gives an overall cool look.
",5,,
"It's a very nice car. I purchased the last two month ago. I got a very good comfortable riding and I am happy with this car.
",5,,
"Good car but it doesn't have much pickup but this car has best in class features so not bad.
",5,,
"I found this car amazing in its segment having an amazing interior, eye-catching color, smooth steering, and good boot space.

 

 
",5,,
"Kia Seltos is the best car with the best price, best in looks the price perfect matches with the product.
",5,,
"The best one when compared with others in the same segment. Also, known as a family car.
",5,,
"Awesome car, great features as compared to Jeep Compass and MG Hector. Absolutely, a lovely car.

Disadvantages:-

1- Suspension is not soo good, it is ok but you need to work on grip and control of the car.

Advantages:-

1- Delivers ultimate mileage and has great performance.
Read More",5,,
"Its design is fantastic, looks are amazing, features are impressive, refinement is excellent, NVH levels are superb, ride quality is ultimate and can be easily compared to my Innova Crysta. The diesel manual mileage is excellent, seat comfort is superb. Back seat of this vehicle occupies 3 people comfortably. The boot space has enough for luggage o...Read More",5,,
"Kia Seltos is not only the most feature-packed car in the segment, but it's also fun-to-drive and looks very good too.
",5,,
"Amazing car as the interiors and the exteriors are amazing.
",5,,
"Excellent car in India Low budget me the high class car I love this car & my Dream car, JUST GO FOR THIS VEHICLE BLINDLY. YOU CAN PURCHASE ANY VARIANT DEPENDING UPON YOUR NEEDS, AND I CAN ASSURE YOU THAT, MOST OF YOU WILL BE VERY PLEASED TO OWN THIS VEHICLE. Go and purchase now This &#x1f607; angel car Thank
Read More",5,,
"The real off-road car as it can be driven in the rural areas as well. It's cost-efficient and the performance is amazing.
",5,,
"Wonderful comfort and features. The engine is awesome. A perfect blend of practicality and cosmetics. It has ample storage and enough room for 5 passengers. It can be called a true SUV because of the given ground clearance.
Read More",5,,
